Age,Gender,Monthly_Income,Occupation,City,Marital_Status,Owns_Vehicle,Vehicle_Type_Owned,Usage_Frequency,Primary_Use,Importance_Attributes,Preferred_Brands,Aware_Subscription,Willingness_Subscribe,Subscription_Budget,Motivating_Features,Preferred_Duration,Swap_Valuable,Subscription_Concerns,Hesitation_Reason,Vehicle_Change_Frequency,App_Comfort,Uses_Mobility_Apps,Expected_App_Features,NPS_Score
20,Male,51040,Student,Stevensland,Single,No,EV,Weekends only,Business,"Safety, Brand, Sustainability, Tech Features, Model Variety",Honda,No,Unlikely,15823,Digital platform,<3 months,Yes,"Condition of vehicle, Cost, Trust",Central soldier system morning former.,Every 2-3 years,Neutral,Yes,"Live Chat, Easy UI, Offers/Discounts",3.0
56,Male,39173,Working Professional,East Calebshire,Single,No,SUV,Daily,Leisure,"Tech Features, Fuel Type","Tata, Other",No,Never,20292,Roadside assistance,3-6 months,Yes,"Insurance, Condition of vehicle, Return process",Help threat away pass who most assume more think.,Rarely,Somewhat,No,"Offers/Discounts, Model Filters, Ratings",5.0
33,Female,52652,Other,Nicholsfurt,Single,Yes,Hatchback,Few times a week,"Family, Commute","Fuel Type, Brand, Model Variety, Comfort","Tesla, Kia, Honda",Yes,Never,11298,"Insurance included, Roadside assistance",3-6 months,No,"Return process, Availability, Insurance",Conference officer trade before teach employee catch sea.,Once a year,Very Comfortable,Yes,Easy UI,5.0
33,Prefer not to say,41799,Working Professional,Zacharyfurt,Single,Yes,Hatchback,Daily,"Commute, Business","Fuel Type, Sustainability, Safety, Comfort, Tech Features","Maruti, Tesla, Tata",No,Never,15290,"Insurance included, Roadside assistance, Easy swaps",3-6 months,Not Sure,"Trust, Cost",Management decade activity late most opportunity.,Rarely,Very Comfortable,No,Model Filters,4.1
39,Male,45925,Student,North Roychester,Single,Yes,Luxury,Daily,"Family, Leisure, Business","Safety, Fuel Type, Comfort","Hyundai, Honda",No,Neutral,20546,"No down payment, Insurance included",6-12 months,No,"Condition of vehicle, Insurance, Return process",Beat challenge stage list.,Every 2-3 years,Neutral,No,Live Chat,4.4
36,Male,75101,Other,Christinahaven,Married,Yes,Luxury,Rarely,Family,"Comfort, Safety","Hyundai, Toyota",No,Likely,19546,"Roadside assistance, Insurance included, Easy swaps",>1 year,Not Sure,Support,Anything direction very account director.,Rarely,Neutral,Yes,Offers/Discounts,2.8
34,Female,70106,Working Professional,Watsonland,Married,Yes,EV,Rarely,Commute,"Comfort, Model Variety, Fuel Type, Sustainability, Tech Features",Kia,No,Very Likely,7601,"No down payment, Easy swaps, Monthly flexibility",3-6 months,Yes,"Cost, Insurance",Already as think dinner treatment left when now they.,Rarely,Neutral,Yes,Easy UI,3.6
24,Female,30506,Other,Lake Javierborough,Single,No,Hatchback,Weekends only,"Commute, Family","Safety, Fuel Type, Comfort","Hyundai, BMW, Toyota",Yes,Very Likely,9894,Easy swaps,<3 months,Yes,Condition of vehicle,Truth return majority range question significant.,I don’t care,Not Comfortable,Yes,"Swap History, Offers/Discounts",4.7
36,Female,62445,Student,North Sue,Married,No,EV,Rarely,Leisure,"Sustainability, Tech Features","Hyundai, Toyota, Tata",Somewhat,Likely,14591,Monthly flexibility,<3 months,Not Sure,Insurance,Action organization brother price.,I don’t care,Neutral,No,Ratings,3.8
50,Male,62170,Student,Phillipsstad,Other,Yes,SUV,Daily,Family,Tech Features,Hyundai,No,Likely,13825,"Roadside assistance, Easy swaps, No down payment",3-6 months,Not Sure,"Condition of vehicle, Availability",Attack brother smile difficult environment state.,Once a year,Somewhat,Yes,"Easy UI, Ratings",4.1
45,Male,32776,Other,Lake Jeremyville,Married,Yes,Sedan,Daily,"Other, Leisure","Comfort, Tech Features","Audi, Other",No,Very Likely,14672,Monthly flexibility,3-6 months,Not Sure,"Condition of vehicle, Trust",Notice education that production.,I don’t care,Very Comfortable,No,"Live Chat, Easy UI",5.0
47,Female,62281,Business Owner,Darleneport,Married,Yes,Hatchback,Few times a week,"Business, Other, Commute","Brand, Model Variety","Kia, Maruti, Toyota",Somewhat,Likely,18980,"Easy swaps, Monthly flexibility",<3 months,No,"Condition of vehicle, Support",Sing she occur behavior beat support show police notice.,Rarely,Very Comfortable,No,"Ratings, Offers/Discounts, Model Filters",1.7
26,Male,73068,Freelancer,Louiston,Married,Yes,Two-Wheeler,Daily,Commute,"Comfort, Fuel Type, Safety, Brand, Sustainability",Other,Yes,Very Likely,16446,"Easy swaps, Insurance included",3-6 months,Yes,"Condition of vehicle, Availability",New have space sea nor letter tough class former evening onto.,I don’t care,Not Comfortable,No,"Easy UI, Model Filters, Ratings",4.4
22,Female,33161,Working Professional,West Craig,Divorced,Yes,Other,Weekends only,"Leisure, Other","Tech Features, Brand, Sustainability, Model Variety","Toyota, Tata",Yes,Unlikely,16738,"Easy swaps, Digital platform",>1 year,Yes,"Cost, Availability, Insurance",American game black practice night address real child ready feel.,Every 2-3 years,Very Comfortable,Yes,Easy UI,5.0
30,Male,36237,Working Professional,Savageshire,Married,No,SUV,Weekends only,"Other, Travel, Business","Safety, Comfort, Brand, Sustainability",Maruti,No,Likely,18353,No down payment,>1 year,Not Sure,Return process,Against on interesting space government world.,Rarely,Very Comfortable,No,"Model Filters, Offers/Discounts",3.5
32,Female,65264,Business Owner,Sanchezshire,Single,Yes,Hatchback,Rarely,Family,"Model Variety, Fuel Type, Brand","Kia, Toyota, Maruti",No,Neutral,20370,"Easy swaps, No down payment, Digital platform",6-12 months,Yes,"Cost, Insurance, Support",Develop under image add beat east picture.,Rarely,Somewhat,No,Offers/Discounts,2.5
42,Male,54072,Business Owner,Kathrynmouth,Married,No,Other,Rarely,Family,"Brand, Tech Features, Comfort, Safety, Fuel Type","Hyundai, Tesla, BMW",Somewhat,Neutral,-280,"Digital platform, No down payment",3-6 months,Yes,"Insurance, Availability, Cost",Far prevent executive century member also still continue until present.,Rarely,Very Comfortable,Yes,"Live Chat, Easy UI, Offers/Discounts",3.5
18,Female,58272,Business Owner,Johnmouth,Married,Yes,Two-Wheeler,Rarely,Commute,"Fuel Type, Tech Features, Safety, Brand, Comfort",BMW,Somewhat,Very Likely,13066,"Roadside assistance, Monthly flexibility, No down payment",6-12 months,No,"Availability, Return process",Conference thus edge something toward beautiful should.,Every 2-3 years,Somewhat,Yes,"Offers/Discounts, Model Filters, Ratings",2.2
47,Female,55108,Retired,Lake Gary,Single,Yes,Luxury,Weekends only,Business,"Comfort, Brand, Model Variety, Fuel Type","Tata, Honda",Yes,Never,10585,"No down payment, Insurance included, Digital platform",6-12 months,Yes,"Insurance, Condition of vehicle",Sometimes this occur growth create gas enter party.,Rarely,Not Comfortable,Yes,Easy UI,4.3
30,Female,55860,Retired,Smithport,Single,Yes,EV,Daily,"Travel, Business, Commute","Brand, Safety","Hyundai, Maruti",No,Neutral,17376,"Insurance included, Easy swaps",6-12 months,Not Sure,"Support, Return process, Condition of vehicle",Despite minute similar heart protect tree dinner democratic probably.,I don’t care,Somewhat,Yes,Model Filters,3.9
27,Male,30102,Other,Mannington,Married,Yes,Luxury,Rarely,Business,"Safety, Tech Features, Model Variety, Sustainability, Fuel Type",Tata,No,Likely,12689,Easy swaps,3-6 months,Yes,Support,Here end in value officer.,Every 2-3 years,Neutral,No,Model Filters,4.4
21,Female,65709,Retired,Guerrabury,Married,Yes,Sedan,Few times a week,"Travel, Commute, Leisure",Fuel Type,"BMW, Kia",Yes,Very Likely,15379,"Easy swaps, No down payment",6-12 months,No,Condition of vehicle,Officer save which own officer road price by guess.,Rarely,Neutral,Yes,"Swap History, Offers/Discounts, Ratings",3.8
18,Female,67543,Student,New Joseph,Single,Yes,Luxury,Rarely,"Leisure, Family, Business","Tech Features, Brand","Tata, Hyundai, Kia",No,Likely,19260,No down payment,>1 year,No,Cost,Republican south big ten country mother health popular pass.,I don’t care,Not Comfortable,No,"Offers/Discounts, Ratings, Easy UI",4.2
40,Female,46559,Other,Bennettton,Married,No,Hatchback,Weekends only,Travel,"Brand, Fuel Type","BMW, Kia",No,Very Likely,11985,Insurance included,6-12 months,Yes,"Trust, Return process",Much position between place talk what produce reality.,I don’t care,Very Comfortable,No,"Swap History, Ratings, Easy UI",4.5
32,Female,49347,Working Professional,Gonzaleztown,Single,Yes,Two-Wheeler,Rarely,"Leisure, Travel","Fuel Type, Tech Features, Comfort, Safety","Other, Tata, Toyota",No,Likely,16814,"Easy swaps, Digital platform",>1 year,Yes,"Availability, Return process, Insurance",Claim suffer team authority town everyone bad small try church.,Once a year,Somewhat,Yes,"Offers/Discounts, Ratings, Easy UI",2.6
19,Female,27033,Freelancer,Jeremymouth,Single,Yes,Luxury,Daily,"Leisure, Commute","Model Variety, Safety, Brand, Tech Features, Comfort","Hyundai, Toyota, Honda",Yes,Neutral,22769,"Digital platform, Easy swaps",>1 year,Yes,"Insurance, Cost",Level shake treat discussion particularly guy statement million art.,I don’t care,Neutral,Yes,Model Filters,4.4
19,Female,57713,Student,North Andrew,Married,No,Hatchback,Rarely,"Family, Commute, Travel","Fuel Type, Tech Features, Safety, Sustainability, Model Variety","Audi, BMW",Yes,Unlikely,19158,"Insurance included, Monthly flexibility, Roadside assistance",3-6 months,Yes,"Condition of vehicle, Return process, Support",Despite ahead their next well guess.,I don’t care,Somewhat,Yes,"Easy UI, Model Filters, Live Chat",5.0
28,Male,58580,Working Professional,Ruizfurt,Single,No,Sedan,Weekends only,"Business, Commute","Model Variety, Safety, Sustainability","Kia, BMW",Yes,Neutral,7071,"Digital platform, Monthly flexibility",6-12 months,Yes,"Availability, Support",Somebody occur miss suggest individual.,Once a year,Neutral,No,"Ratings, Easy UI, Swap History",2.8
48,Female,49067,Working Professional,Lake Erin,Single,No,Other,Weekends only,"Business, Family, Travel","Comfort, Safety, Brand, Fuel Type",BMW,Somewhat,Very Likely,13541,"Digital platform, No down payment",3-6 months,Yes,Condition of vehicle,Toward pick especially along if grow where recently.,Once a year,Somewhat,Yes,"Easy UI, Live Chat, Swap History",4.4
29,Female,66865,Other,South Kevin,Divorced,Yes,Two-Wheeler,Few times a week,"Commute, Family, Other","Comfort, Safety","Other, Tata",Yes,Very Likely,16779,"No down payment, Easy swaps",>1 year,Yes,"Trust, Availability, Condition of vehicle",Western lose level party response fund financial.,Every 2-3 years,Very Comfortable,Yes,"Model Filters, Ratings, Offers/Discounts",5.0
18,Male,44988,Business Owner,Meganport,Single,No,Luxury,Weekends only,"Leisure, Commute",Safety,"BMW, Hyundai",Somewhat,Likely,17763,Digital platform,<3 months,Yes,Insurance,Alone relationship environment themselves street author else large enough although true.,I don’t care,Not Comfortable,Yes,Live Chat,2.6
29,Male,58469,Business Owner,East Kimberlyhaven,Single,Yes,EV,Few times a week,"Other, Family, Leisure",Safety,Tesla,No,Very Likely,13738,Insurance included,6-12 months,Yes,"Cost, Condition of vehicle",Others happy indicate material season detail nor huge statement.,Every 2-3 years,Very Comfortable,No,Offers/Discounts,5.0
29,Male,34705,Student,North Andrea,Divorced,Yes,EV,Daily,Family,"Fuel Type, Brand, Safety","Audi, Honda",No,Very Likely,11801,Insurance included,3-6 months,No,"Availability, Trust",Concern character opportunity interest professor service within its five thing.,Every 2-3 years,Somewhat,No,"Live Chat, Swap History, Offers/Discounts",3.7
18,Female,49646,Business Owner,Potterburgh,Married,Yes,Two-Wheeler,Weekends only,"Family, Leisure, Business","Safety, Sustainability, Fuel Type","Tata, Audi, Hyundai",No,Unlikely,15338,No down payment,<3 months,Yes,Condition of vehicle,Total success of prove marriage increase face media.,Rarely,Neutral,Yes,"Swap History, Live Chat, Ratings",5.0
31,Female,47384,Working Professional,Kyleland,Married,Yes,EV,Rarely,"Business, Leisure, Travel","Comfort, Safety, Sustainability, Model Variety","Audi, BMW",No,Very Likely,9565,"Roadside assistance, Digital platform",6-12 months,Not Sure,"Insurance, Cost",This drive along third difficult talk history.,Every 2-3 years,Neutral,Yes,Model Filters,3.0
29,Female,53379,Business Owner,Josephfort,Married,Yes,Luxury,Daily,Other,"Sustainability, Comfort, Tech Features",Audi,No,Unlikely,20498,"Digital platform, Monthly flexibility, Insurance included",6-12 months,No,"Insurance, Trust, Cost",Discover animal shoulder hold character address.,Every 2-3 years,Not Comfortable,No,"Swap History, Offers/Discounts, Model Filters",4.0
38,Female,44457,Retired,West Jamesville,Single,Yes,Luxury,Rarely,"Commute, Family","Sustainability, Brand, Comfort, Tech Features, Model Variety","Tata, Other",No,Very Likely,24343,"Easy swaps, Roadside assistance, Digital platform",3-6 months,No,"Cost, Support, Availability",Detail discuss carry garden by thus order must.,Every 2-3 years,Very Comfortable,Yes,"Swap History, Ratings",2.2
50,Male,48027,Business Owner,Whiteheadland,Married,Yes,Two-Wheeler,Rarely,Commute,Comfort,"Kia, Honda, BMW",No,Never,16973,"No down payment, Insurance included",<3 months,Not Sure,"Cost, Availability, Return process",Impact herself throw my yes matter course old.,Every 2-3 years,Very Comfortable,Yes,Offers/Discounts,4.5
43,Male,62390,Working Professional,Davidfort,Married,Yes,Luxury,Rarely,Commute,"Tech Features, Sustainability","Other, Maruti",No,Neutral,13837,"Easy swaps, Digital platform",3-6 months,Yes,"Return process, Insurance",Home realize special sort at require energy raise party.,Once a year,Very Comfortable,Yes,"Ratings, Easy UI",4.5
29,Male,43448,Other,South Lisaborough,Married,Yes,Other,Daily,"Family, Travel","Sustainability, Fuel Type","Hyundai, Maruti, Other",No,Unlikely,19704,"Insurance included, No down payment",6-12 months,Not Sure,"Availability, Condition of vehicle",Add majority hospital worker would course believe organization event program.,I don’t care,Neutral,Yes,"Live Chat, Offers/Discounts",4.6
20,Male,25901,Student,South Brandonhaven,Married,No,Hatchback,Daily,"Travel, Business","Fuel Type, Safety, Tech Features, Brand","BMW, Other, Hyundai",Yes,Very Likely,18859,Roadside assistance,6-12 months,Yes,"Condition of vehicle, Cost, Availability",Table reason baby health story.,Rarely,Not Comfortable,Yes,"Model Filters, Offers/Discounts",4.6
57,Male,76243,Freelancer,West Jeffrey,Married,No,Sedan,Weekends only,"Commute, Leisure","Model Variety, Fuel Type, Brand","Other, Kia",No,Unlikely,13622,Digital platform,>1 year,Not Sure,"Trust, Insurance",Build strong night avoid.,Once a year,Neutral,Yes,Easy UI,3.9
32,Male,70721,Business Owner,West Rebecca,Single,Yes,Other,Rarely,"Family, Commute","Tech Features, Sustainability, Fuel Type, Brand","Kia, Hyundai",Somewhat,Unlikely,14760,"Insurance included, No down payment, Roadside assistance",6-12 months,Not Sure,"Trust, Cost, Availability",Drop author condition office plant prepare term rest detail.,Rarely,Very Comfortable,Yes,"Easy UI, Model Filters",2.2
32,Female,30616,Working Professional,Maldonadotown,Single,No,Other,Few times a week,"Family, Other, Commute","Model Variety, Comfort, Fuel Type, Safety, Brand","Maruti, Hyundai, Audi",Yes,Neutral,11952,"Monthly flexibility, Roadside assistance",6-12 months,Yes,"Support, Cost",Situation exactly your difference young if adult process.,Rarely,Somewhat,Yes,Live Chat,5.0
31,Female,60345,Freelancer,Melissaport,Married,Yes,EV,Weekends only,"Business, Other","Fuel Type, Model Variety, Tech Features, Comfort, Sustainability",Tata,Yes,Neutral,15823,"Easy swaps, No down payment",<3 months,Yes,"Trust, Insurance, Support",Point against they middle PM step race decade.,Once a year,Neutral,Yes,"Offers/Discounts, Swap History, Model Filters",4.0
33,Prefer not to say,42455,Freelancer,New Leah,Married,Yes,Hatchback,Daily,"Business, Other, Family","Model Variety, Tech Features","Maruti, Hyundai",Yes,Unlikely,16494,"Digital platform, Roadside assistance",<3 months,Yes,Condition of vehicle,Picture focus enter receive Mr employee.,Every 2-3 years,Not Comfortable,Yes,"Swap History, Offers/Discounts, Ratings",4.5
30,Female,53952,Retired,Greenfurt,Married,Yes,Two-Wheeler,Few times a week,Business,"Sustainability, Fuel Type","Kia, Toyota",No,Very Likely,11099,Monthly flexibility,>1 year,No,"Availability, Support, Insurance",Sign future benefit home though little social my.,Once a year,Very Comfortable,Yes,Offers/Discounts,3.8
26,Female,54413,Freelancer,Crystalmouth,Single,Yes,EV,Daily,"Business, Family, Travel","Model Variety, Sustainability","Audi, Other, Kia",Yes,Neutral,9626,No down payment,>1 year,Yes,"Return process, Insurance, Availability",Information enough college fund painting.,Rarely,Somewhat,Yes,"Model Filters, Live Chat, Swap History",5.0
